system,T_K,X_Cu,X_M,X_O,stable_phases,num_phases,dominant_phase,GM_system,notes
Cu-Mn-O,1800,0.319474,0.271053,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-232196.36221485923,
Cu-Mn-O,1800,0.319474,0.234737,0.445789,IONIC_LIQ#2,1,IONIC_LIQ#2,-230006.04201157612,
Cu-Mn-O,1800,0.319474,0.198421,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-224074.89382229335,
Cu-Mn-O,1800,0.319474,0.162105,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-217664.01197801493,
Cu-Mn-O,1800,0.319474,0.125789,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-211185.3729940621,
Cu-Mn-O,1800,0.319474,0.089474,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-204611.2967538795,
Cu-Mn-O,1800,0.319474,0.053158,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-197887.62151518205,
Cu-Mn-O,1800,0.319474,0.016842,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-190864.8425889972,
Cu-Mn-O,1800,0.345263,0.644737,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-130492.7730908234,
Cu-Mn-O,1800,0.345263,0.608421,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-142463.2294142401,
Cu-Mn-O,1800,0.345263,0.572105,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-154377.9237858812,
Cu-Mn-O,1800,0.345263,0.535789,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-166218.01759080926,
Cu-Mn-O,1800,0.345263,0.499474,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-177954.18838570014,
Cu-Mn-O,1800,0.345263,0.463158,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-189538.16069881959,
Cu-Mn-O,1800,0.345263,0.426842,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-200884.46803634654,
Cu-Mn-O,1800,0.345263,0.390526,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-211825.34992989438,
Cu-Mn-O,1800,0.345263,0.354211,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-221964.6297323013,
Cu-Mn-O,1800,0.345263,0.317895,0.336842,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-228228.03817514793,
Cu-Mn-O,1800,0.345263,0.281579,0.373158,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-228114.26989978785,
Cu-Mn-O,1800,0.345263,0.245263,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-226954.6958471133,
Cu-Mn-O,1800,0.345263,0.208947,0.445789,IONIC_LIQ#2,1,IONIC_LIQ#2,-223935.26686007655,
Cu-Mn-O,1800,0.345263,0.172632,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-217635.8696237296,
Cu-Mn-O,1800,0.345263,0.136316,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-211155.1763076946,
Cu-Mn-O,1800,0.345263,0.1,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-204586.75275992596,
Cu-Mn-O,1800,0.345263,0.063684,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-197886.54797107648,
Cu-Mn-O,1800,0.345263,0.027368,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-190949.68717449057,
Cu-Mn-O,1800,0.371053,0.618947,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-130647.8563745308,
Cu-Mn-O,1800,0.371053,0.582632,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-142568.74795115192,
Cu-Mn-O,1800,0.371053,0.546316,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-154423.07166543842,
Cu-Mn-O,1800,0.371053,0.51,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-166187.42670621394,
Cu-Mn-O,1800,0.371053,0.473684,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-177825.0675260306,
Cu-Mn-O,1800,0.371053,0.437368,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-189274.8361214256,
Cu-Mn-O,1800,0.371053,0.401053,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-200426.7142480851,
Cu-Mn-O,1800,0.371053,0.364737,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-211057.87547829226,
Cu-Mn-O,1800,0.371053,0.328421,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-220581.5100564092,
Cu-Mn-O,1800,0.371053,0.292105,0.336842,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-223567.54411613685,
Cu-Mn-O,1800,0.371053,0.255789,0.373158,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-223167.87602876785,
Cu-Mn-O,1800,0.371053,0.219474,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-221548.79379570746,
Cu-Mn-O,1800,0.371053,0.183158,0.445789,IONIC_LIQ#2,1,IONIC_LIQ#2,-217604.9010004624,
Cu-Mn-O,1800,0.371053,0.146842,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-211124.9718895252,
Cu-Mn-O,1800,0.371053,0.110526,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-204561.29610582444,
Cu-Mn-O,1800,0.371053,0.074211,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-197879.84948475214,
Cu-Mn-O,1800,0.371053,0.037895,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-191002.13757400814,
Cu-Mn-O,1800,0.396842,0.593158,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-130758.4232290072,
Cu-Mn-O,1800,0.396842,0.556842,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-142624.50194992463,
Cu-Mn-O,1800,0.396842,0.520526,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-154411.43306960564,
Cu-Mn-O,1800,0.396842,0.484211,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-166090.38631837288,
Cu-Mn-O,1800,0.396842,0.447895,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-177615.68945302197,
Cu-Mn-O,1800,0.396842,0.411579,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-188910.41686484285,
Cu-Mn-O,1800,0.396842,0.375263,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-199833.4245744059,
Cu-Mn-O,1800,0.396842,0.338947,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-210085.41041575366,
Cu-Mn-O,1800,0.396842,0.302632,0.300526,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-218619.93943981724,
Cu-Mn-O,1800,0.396842,0.266316,0.336842,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-218907.05005712627,
Cu-Mn-O,1800,0.396842,0.23,0.373158,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-217998.44250459393,
Cu-Mn-O,1800,0.396842,0.193684,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-215995.75635870054,
Cu-Mn-O,1800,0.396842,0.157368,0.445789,GAS#1; IONIC_LIQ#2,2,GAS#1,-211094.7612661743,
Cu-Mn-O,1800,0.396842,0.121053,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-204535.1302981487,
Cu-Mn-O,1800,0.396842,0.084737,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-197869.04037646437,
Cu-Mn-O,1800,0.396842,0.048421,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-191035.22910204882,
Cu-Mn-O,1800,0.396842,0.012105,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-183849.60140857156,
Cu-Mn-O,1800,0.422632,0.567368,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-130823.14348340547,
Cu-Mn-O,1800,0.422632,0.531053,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-142628.5557575099,
Cu-Mn-O,1800,0.422632,0.494737,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-154340.24914860082,
Cu-Mn-O,1800,0.422632,0.458421,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-165922.96006825866,
Cu-Mn-O,1800,0.422632,0.422105,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-177320.30031415372,
Cu-Mn-O,1800,0.422632,0.385789,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-188435.96816452997,
Cu-Mn-O,1800,0.422632,0.349474,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-199088.59902249396,
Cu-Mn-O,1800,0.422632,0.313158,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-208864.10751148246,
Cu-Mn-O,1800,0.422632,0.276842,0.300526,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-214319.031725495,
Cu-Mn-O,1800,0.422632,0.240526,0.336842,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-214097.0534187902,
Cu-Mn-O,1800,0.422632,0.204211,0.373158,IONIC_LIQ#1; IONIC_LIQ#3,2,IONIC_LIQ#1,-212643.27112290374,
Cu-Mn-O,1800,0.422632,0.167895,0.409474,IONIC_LIQ#2,1,IONIC_LIQ#2,-210252.9617038761,
Cu-Mn-O,1800,0.422632,0.131579,0.445789,GAS#1; IONIC_LIQ#2,2,GAS#1,-204508.40233033683,
Cu-Mn-O,1800,0.422632,0.095263,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-197855.12736897712,
Cu-Mn-O,1800,0.422632,0.058947,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-191055.44651370964,
Cu-Mn-O,1800,0.422632,0.022632,0.554737,GAS#1; IONIC_LIQ#2,2,GAS#1,-183986.07977435263,
Cu-Mn-O,1800,0.448421,0.541579,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-130840.40723868068,
Cu-Mn-O,1800,0.448421,0.505263,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-142578.66163701352,
Cu-Mn-O,1800,0.448421,0.468947,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-154206.39089537098,
Cu-Mn-O,1800,0.448421,0.432632,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-165680.72656308505,
Cu-Mn-O,1800,0.448421,0.396316,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-176932.4000549706,
Cu-Mn-O,1800,0.448421,0.36,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-187841.0705366751,
Cu-Mn-O,1800,0.448421,0.323684,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-198171.64788973064,
Cu-Mn-O,1800,0.448421,0.287368,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-207308.6308870395,
Cu-Mn-O,1800,0.448421,0.251053,0.300526,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-209658.53766648413,
Cu-Mn-O,1800,0.448421,0.214737,0.336842,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-209018.0767907814,
Cu-Mn-O,1800,0.448421,0.178421,0.373158,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-207125.14812686827,
Cu-Mn-O,1800,0.448421,0.142105,0.409474,IONIC_LIQ#2,1,IONIC_LIQ#2,-204157.1702923869,
Cu-Mn-O,1800,0.448421,0.105789,0.445789,GAS#1; IONIC_LIQ#2,2,GAS#1,-197838.8087605874,
Cu-Mn-O,1800,0.448421,0.069474,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-191066.53488823096,
Cu-Mn-O,1800,0.448421,0.033158,0.518421,GAS#1; IONIC_LIQ#2,2,GAS#1,-184074.49488060814,
Cu-Mn-O,1800,0.474211,0.515789,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-130808.35230049556,
Cu-Mn-O,1800,0.474211,0.479474,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-142472.27996299946,
Cu-Mn-O,1800,0.474211,0.443158,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-154006.36419653968,
Cu-Mn-O,1800,0.474211,0.406842,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-165358.74822480898,
Cu-Mn-O,1800,0.474211,0.370526,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-176444.6059993115,
Cu-Mn-O,1800,0.474211,0.334211,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-187113.26416972096,
Cu-Mn-O,1800,0.474211,0.297895,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-197053.77313577497,
Cu-Mn-O,1800,0.474211,0.261579,0.264211,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-204992.25008057832,
Cu-Mn-O,1800,0.474211,0.225263,0.300526,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-204966.41595645426,
Cu-Mn-O,1800,0.474211,0.188947,0.336842,IONIC_LIQ#1; IONIC_LIQ#3,2,IONIC_LIQ#1,-203724.59644488237,
Cu-Mn-O,1800,0.474211,0.152632,0.373158,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-201457.56927418266,
Cu-Mn-O,1800,0.474211,0.116316,0.409474,IONIC_LIQ#2,1,IONIC_LIQ#2,-197751.12328427884,
Cu-Mn-O,1800,0.474211,0.08,0.445789,GAS#1; IONIC_LIQ#2,2,GAS#1,-191070.85911075457,
Cu-Mn-O,1800,0.474211,0.043684,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-184135.51157586832,
Cu-Mn-O,1800,0.5,0.49,0.01,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-130724.8814273134,
Cu-Mn-O,1800,0.5,0.453684,0.046316,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-142306.58719761402,
Cu-Mn-O,1800,0.5,0.417368,0.082632,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-153736.29757056086,
Cu-Mn-O,1800,0.5,0.381053,0.118947,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-164951.5075891196,
Cu-Mn-O,1800,0.5,0.344737,0.155263,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-175848.42482063922,
Cu-Mn-O,1800,0.5,0.308421,0.191579,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-186237.04921152434,
Cu-Mn-O,1800,0.5,0.272105,0.227895,HALITE#1; IONIC_LIQ#1,2,HALITE#1,-195688.57074136398,
Cu-Mn-O,1800,0.5,0.235789,0.264211,HALITE#1; IONIC_LIQ#1; IONIC_LIQ#2,3,HALITE#1,-200410.02527584208,
Cu-Mn-O,1800,0.5,0.199474,0.300526,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-200005.1300142719,
Cu-Mn-O,1800,0.5,0.163158,0.336842,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-198248.20438832257,
Cu-Mn-O,1800,0.5,0.126842,0.373158,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-195647.39675445543,
Cu-Mn-O,1800,0.5,0.090526,0.409474,GAS#1; IONIC_LIQ#2,2,GAS#1,-191070.00579372168,
Cu-Mn-O,1800,0.5,0.054211,0.445789,GAS#1; IONIC_LIQ#2,2,GAS#1,-184178.5446765278,
Cu-Mn-O,1800,0.5,0.017895,0.482105,GAS#1; IONIC_LIQ#2,2,GAS#1,-176979.21384211676,
Cu-Fe-O,1800,0.01,0.98,0.01,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-110282.53216973982,
Cu-Fe-O,1800,0.01,0.943684,0.046316,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-119565.24849020058,
Cu-Fe-O,1800,0.01,0.907368,0.082632,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-128847.3774638122,
Cu-Fe-O,1800,0.01,0.871053,0.118947,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-138128.83552613307,
Cu-Fe-O,1800,0.01,0.834737,0.155263,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-147409.51949820545,
Cu-Fe-O,1800,0.01,0.798421,0.191579,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-156689.29977093716,
Cu-Fe-O,1800,0.01,0.762105,0.227895,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-165968.01016555162,
Cu-Fe-O,1800,0.01,0.725789,0.264211,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-175245.4322556461,
Cu-Fe-O,1800,0.01,0.689474,0.300526,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-184521.26994246716,
Cu-Fe-O,1800,0.01,0.653158,0.336842,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-193795.10564814467,
Cu-Fe-O,1800,0.01,0.616842,0.373158,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-203066.3185398913,
Cu-Fe-O,1800,0.01,0.580526,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-212333.91377842776,
Cu-Fe-O,1800,0.01,0.544211,0.445789,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-221596.09943492015,
Cu-Fe-O,1800,0.01,0.507895,0.482105,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-230848.8567441073,
Cu-Fe-O,1800,0.01,0.471579,0.518421,IONIC_LIQ#2,1,IONIC_LIQ#2,-239568.98387055853,
Cu-Fe-O,1800,0.01,0.435263,0.554737,IONIC_LIQ#2; SPINEL#1,2,IONIC_LIQ#2,-244169.87279675188,
Cu-Fe-O,1800,0.01,0.398947,0.591053,GAS#1; SPINEL#1,2,GAS#1,-243592.14974285572,
Cu-Fe-O,1800,0.01,0.362632,0.627368,GAS#1; SPINEL#1,2,GAS#1,-240721.77491595628,
Cu-Fe-O,1800,0.01,0.326316,0.663684,GAS#1; SPINEL#1,2,GAS#1,-237849.6953965149,
Cu-Fe-O,1800,0.01,0.29,0.7,GAS#1; SPINEL#1,2,GAS#1,-234975.47914911664,
Cu-Fe-O,1800,0.035789,0.954211,0.01,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-110984.05302317321,
Cu-Fe-O,1800,0.035789,0.917895,0.046316,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-120245.35627665401,
Cu-Fe-O,1800,0.035789,0.881579,0.082632,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-129504.73562180762,
Cu-Fe-O,1800,0.035789,0.845263,0.118947,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-138761.9186950769,
Cu-Fe-O,1800,0.035789,0.808947,0.155263,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-148016.5680919887,
Cu-Fe-O,1800,0.035789,0.772632,0.191579,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-157268.2579550502,
Cu-Fe-O,1800,0.035789,0.736316,0.227895,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-166516.43857077675,
Cu-Fe-O,1800,0.035789,0.7,0.264211,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-175760.38050816377,
Cu-Fe-O,1800,0.035789,0.663684,0.300526,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-184999.08171054462,
Cu-Fe-O,1800,0.035789,0.627368,0.336842,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-194231.1022883039,
Cu-Fe-O,1800,0.035789,0.591053,0.373158,IONIC_LIQ#1; IONIC_LIQ#3,2,IONIC_LIQ#1,-203454.24386551874,
Cu-Fe-O,1800,0.035789,0.554737,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-212664.8485050688,
Cu-Fe-O,1800,0.035789,0.518421,0.445789,IONIC_LIQ#1; IONIC_LIQ#3,2,IONIC_LIQ#1,-221855.9829784055,
Cu-Fe-O,1800,0.035789,0.482105,0.482105,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-231010.6586594537,
Cu-Fe-O,1800,0.035789,0.445789,0.518421,IONIC_LIQ#2,1,IONIC_LIQ#2,-238890.20498779815,
Cu-Fe-O,1800,0.035789,0.409474,0.554737,IONIC_LIQ#2; SPINEL#1,2,IONIC_LIQ#2,-242238.1563567866,
Cu-Fe-O,1800,0.035789,0.373158,0.591053,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-240342.178703058,
Cu-Fe-O,1800,0.035789,0.336842,0.627368,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-237425.7138853669,
Cu-Fe-O,1800,0.035789,0.300526,0.663684,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-234509.24906767547,
Cu-Fe-O,1800,0.035789,0.264211,0.7,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-231592.78424998448,
Cu-Fe-O,1800,0.061579,0.928421,0.01,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-111429.09271481137,
Cu-Fe-O,1800,0.061579,0.892105,0.046316,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-120671.55953237452,
Cu-Fe-O,1800,0.061579,0.855789,0.082632,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-129911.06111134756,
Cu-Fe-O,1800,0.061579,0.819474,0.118947,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-139147.19708796102,
Cu-Fe-O,1800,0.061579,0.783158,0.155263,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-148379.4767183168,
Cu-Fe-O,1800,0.061579,0.746842,0.191579,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-157607.28876023428,
Cu-Fe-O,1800,0.061579,0.710526,0.227895,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-166829.85757548478,
Cu-Fe-O,1800,0.061579,0.674211,0.264211,IONIC_LIQ#1; IONIC_LIQ#3,2,IONIC_LIQ#1,-176046.177241018,
Cu-Fe-O,1800,0.061579,0.637895,0.300526,IONIC_LIQ#1; IONIC_LIQ#3,2,IONIC_LIQ#1,-185254.90939094694,
Cu-Fe-O,1800,0.061579,0.601579,0.336842,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-194454.21915973604,
Cu-Fe-O,1800,0.061579,0.565263,0.373158,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-203641.50096156853,
Cu-Fe-O,1800,0.061579,0.528947,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-212812.88037663413,
Cu-Fe-O,1800,0.061579,0.492632,0.445789,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-221961.7838916092,
Cu-Fe-O,1800,0.061579,0.456316,0.482105,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-231004.62349010908,
Cu-Fe-O,1800,0.061579,0.42,0.518421,IONIC_LIQ#2,1,IONIC_LIQ#2,-237613.02345393825,
Cu-Fe-O,1800,0.061579,0.383684,0.554737,IONIC_LIQ#2,1,IONIC_LIQ#2,-239518.6199415621,
Cu-Fe-O,1800,0.061579,0.347368,0.591053,GAS#1; IONIC_LIQ#2; SPINEL#1,3,GAS#1,-236821.3871684753,
Cu-Fe-O,1800,0.061579,0.311053,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-233904.84625657584,
Cu-Fe-O,1800,0.061579,0.274737,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-230982.04269041165,
Cu-Fe-O,1800,0.061579,0.238421,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-228047.30220331906,
Cu-Fe-O,1800,0.087368,0.902632,0.01,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-111756.86518517317,
Cu-Fe-O,1800,0.087368,0.866316,0.046316,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-120982.9155527864,
Cu-Fe-O,1800,0.087368,0.83,0.082632,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-130205.25211263302,
Cu-Fe-O,1800,0.087368,0.793684,0.118947,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-139423.41050623512,
Cu-Fe-O,1800,0.087368,0.757368,0.155263,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-148636.83216769586,
Cu-Fe-O,1800,0.087368,0.721053,0.191579,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-157844.8374740293,
Cu-Fe-O,1800,0.087368,0.684737,0.227895,IONIC_LIQ#1; IONIC_LIQ#3,2,IONIC_LIQ#1,-167046.58915544648,
Cu-Fe-O,1800,0.087368,0.648421,0.264211,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-176241.041760997,
Cu-Fe-O,1800,0.087368,0.612105,0.300526,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-185426.87038692855,
Cu-Fe-O,1800,0.087368,0.575789,0.336842,IONIC_LIQ#1; IONIC_LIQ#3,2,IONIC_LIQ#1,-194602.3638168391,
Cu-Fe-O,1800,0.087368,0.539474,0.373158,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-203765.22486921135,
Cu-Fe-O,1800,0.087368,0.503158,0.409474,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-212911.9296246391,
Cu-Fe-O,1800,0.087368,0.466842,0.445789,IONIC_LIQ#1; IONIC_LIQ#3,2,IONIC_LIQ#1,-222033.68528557167,
Cu-Fe-O,1800,0.087368,0.430526,0.482105,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-230533.5503169731,
Cu-Fe-O,1800,0.087368,0.394211,0.518421,IONIC_LIQ#2,1,IONIC_LIQ#2,-235853.31632279276,
Cu-Fe-O,1800,0.087368,0.357895,0.554737,IONIC_LIQ#2,1,IONIC_LIQ#2,-236194.128428575,
Cu-Fe-O,1800,0.087368,0.321579,0.591053,GAS#1; IONIC_LIQ#2,2,GAS#1,-233252.78723097328,
Cu-Fe-O,1800,0.087368,0.285263,0.627368,GAS#1; IONIC_LIQ#2,2,GAS#1,-230299.79890746012,
Cu-Fe-O,1800,0.087368,0.248947,0.663684,GAS#1; IONIC_LIQ#2,2,GAS#1,-227332.6025479464,
Cu-Fe-O,1800,0.087368,0.212632,0.7,GAS#1; IONIC_LIQ#2,2,GAS#1,-224347.63038312565,
Cu-Fe-O,1800,0.113158,0.876842,0.01,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-112015.28341715058,
Cu-Fe-O,1800,0.113158,0.840526,0.046316,IONIC_LIQ#1; IONIC_LIQ#2,2,IONIC_LIQ#1,-121227.11058391538,
