temp_K,radius_um,time_s,time_label,distance_from_surface_um,radial_position_um,cu_wt_pct
1673,25,300,5 min,1864.406779661017,1889.406779661017,0.30000000000000093
1673,25,300,5 min,1949.1525423728815,1974.1525423728815,0.3
1673,25,300,5 min,2033.8983050847457,2058.8983050847455,0.300000000000001
1673,25,300,5 min,2118.64406779661,2143.64406779661,0.3
1673,25,300,5 min,2203.3898305084745,2228.3898305084745,0.30000000000000077
1673,25,300,5 min,2288.135593220339,2313.135593220339,0.2999999999999998
1673,25,300,5 min,2372.881355932204,2397.881355932204,0.30000000000000077
1673,25,300,5 min,2457.627118644068,2482.627118644068,0.30000000000000054
1673,25,300,5 min,2542.3728813559323,2567.3728813559323,0.3000000000000004
1673,25,300,5 min,2627.118644067797,2652.118644067797,0.3000000000000004
1673,25,300,5 min,2711.8644067796613,2736.8644067796613,0.3000000000000007
1673,25,300,5 min,2796.6101694915255,2821.6101694915255,0.2999999999999998
1673,25,300,5 min,2881.35593220339,2906.35593220339,0.3
1673,25,300,5 min,2966.1016949152545,2991.1016949152545,0.3000000000000004
1673,25,300,5 min,3050.8474576271187,3075.8474576271187,0.30000000000000054
1673,25,300,5 min,3135.593220338983,3160.593220338983,0.3000000000000002
1673,25,300,5 min,3220.3389830508477,3245.3389830508477,0.3000000000000003
1673,25,300,5 min,3305.0847457627124,3330.0847457627124,0.30000000000000016
1673,25,300,5 min,3389.8305084745766,3414.8305084745766,0.30000000000000016
1673,25,300,5 min,3474.576271186441,3499.576271186441,0.30000000000000054
1673,25,300,5 min,3559.3220338983056,3584.3220338983056,0.30000000000000016
1673,25,300,5 min,3644.06779661017,3669.06779661017,0.30000000000000093
1673,25,300,5 min,3728.813559322034,3753.813559322034,0.3
1673,25,300,5 min,3813.5593220338983,3838.5593220338983,0.3000000000000004
1673,25,300,5 min,3898.305084745763,3923.305084745763,0.29999999999999977
1673,25,300,5 min,3983.0508474576277,4008.0508474576277,0.30000000000000016
1673,25,300,5 min,4067.7966101694915,4092.7966101694915,0.2999999999999999
1673,25,300,5 min,4152.542372881357,4177.542372881357,0.30000000000000054
